	nodes_synt	edges_synt	radius_synt	diameter_synt	average_clustering_synt	transitivity_synt	density_synt	degree_pearson_correlation_coefficien_syntt	nodes_flat	edges_flat	radius_flat	diameter_flat	average_clustering_flat	transitivity_flat	density_flat	degree_pearson_correlation_coefficient_flat	class
57	12	16	2	4	0.5204761904761905	0.4186046511627907	0.35714285714285715	0.0	12	25	2	4	0.6977513227513228	0.5238095238095238	0.4666666666666667	0.01818181818181818	news
58	12	20	2	4	0.6264550264550264	0.45	1.0	0.2857142857142857	12	20	3	5	0.6	0.525	1.0	0.08101571946795644	news
59	13	23	2	4	0.3876068376068376	0.42857142857142855	0.42857142857142855	0.0	13	26	2	4	0.4444444444444444	0.46153846153846156	0.5	0.0	news
60	14	23	2	4	0.4658730158730158	0.410958904109589	0.39285714285714285	0.0	14	38	3	5	0.7312830687830688	0.5329949238578681	0.5357142857142857	0.0	news
61	12	25	2	4	0.48392857142857143	0.42391304347826086	0.4	0.0	12	32	3	5	0.7221560846560847	0.6274509803921569	0.48484848484848486	0.027122641509433998	news
62	13	24	3	5	0.3679487179487179	0.47191011235955055	0.3333333333333333	0.0	13	35	3	5	0.6730820105820107	0.5058139534883721	0.44871794871794873	0.0	news
63	11	23	2	3	0.7000000000000001	0.42857142857142855	0.5333333333333333	0.0	11	29	2	3	0.5948051948051948	0.5725190839694656	0.5714285714285714	0.03465346534653462	news
64	13	20	2	3	0.5407407407407407	0.5892857142857143	0.5555555555555556	0.0	13	23	3	5	0.7195767195767195	0.675	0.6388888888888888	0.11764705882352937	news
65	12	25	3	5	0.5190476190476191	0.5454545454545454	0.42857142857142855	0.0	12	30	2	4	0.6333333333333333	0.5384615384615384	0.5357142857142857	0.0	news
66	11	19	2	4	0.5809523809523809	0.625	0.6190476190476191	0.024242424242424294	11	23	3	6	0.5773809523809523	0.5487804878048781	0.6190476190476191	0.22742040285899928	news
67	12	20	2	4	0.6219336219336219	0.3870967741935484	0.4666666666666667	0.0	12	21	3	6	0.5894179894179894	0.5	0.5333333333333333	0.0	news
68	13	21	2	4	0.5125	0.4	0.5	0.0	13	29	3	5	0.6041666666666667	0.6153846153846154	0.5357142857142857	0.0	news
69	13	22	2	4	0.4978571428571429	0.42105263157894735	0.8333333333333334	0.0	13	30	3	5	0.6521367521367522	0.5915492957746479	0.6666666666666666	0.0	news
70	15	25	2	3	0.5863756613756614	0.4020618556701031	0.39285714285714285	0.0	15	32	2	4	0.6855820105820105	0.5526315789473685	0.48484848484848486	0.0	news
71	13	25	2	3	0.4054945054945055	0.4044943820224719	0.32051282051282054	0.0	13	33	2	4	0.5366666666666667	0.5379310344827586	0.4230769230769231	0.0	news
72	13	24	2	4	0.525	0.5161290322580645	0.42857142857142855	0.0	13	31	3	5	0.6035714285714284	0.5294117647058824	0.5	0.3781841933376878	news
