	nodes_synt	edges_synt	radius_synt	diameter_synt	average_clustering_synt	transitivity_synt	density_synt	degree_pearson_correlation_coefficien_syntt	nodes_flat	edges_flat	radius_flat	diameter_flat	average_clustering_flat	transitivity_flat	density_flat	degree_pearson_correlation_coefficient_flat	class
6420	11	22	3	5	0.4928571428571429	0.5	0.4	0.0	11	25	3	5	0.6086580086580086	0.5052631578947369	0.45454545454545453	0.0	news
6421	15	31	2	4	0.5748148148148148	0.3870967741935484	0.3333333333333333	0.0	15	42	2	4	0.6972222222222223	0.4861111111111111	0.4	0.0	news
6422	14	27	2	4	0.5626984126984127	0.4153846153846154	0.3888888888888889	0.0	14	40	3	5	0.6709183673469388	0.5526315789473685	0.45454545454545453	0.2494172494172494	news
6423	12	23	2	4	0.7166666666666666	0.4647887323943662	0.4666666666666667	0.0	12	30	2	4	0.7285714285714285	0.6614173228346457	0.6444444444444445	0.0	news
6424	13	26	3	4	0.39999999999999997	0.39344262295081966	0.42857142857142855	0.0	13	27	3	4	0.5003968253968254	0.5309734513274337	0.5	0.17857142857142855	news
6425	13	25	2	4	0.516971916971917	0.4444444444444444	0.4222222222222222	0.0	13	36	3	5	0.6133699633699634	0.5625	0.4666666666666667	0.1268817204301075	news
6426	13	31	2	3	0.6327380952380953	0.5	0.4696969696969697	0.0	13	33	2	3	0.6416666666666667	0.5833333333333334	0.48484848484848486	0.0	news
6427	12	22	2	4	0.4646464646464647	0.35526315789473684	0.39285714285714285	0.0	12	23	2	3	0.5883838383838383	0.36363636363636365	0.4642857142857143	0.0	news
6428	13	21	3	4	0.461038961038961	0.4090909090909091	0.4166666666666667	0.0	13	23	3	6	0.5746031746031746	0.4864864864864865	0.5	0.2168674698795181	news
6429	11	23	2	4	0.49292929292929294	0.4	0.5333333333333333	0.0	11	29	2	4	0.6134199134199133	0.5833333333333334	0.5714285714285714	0.0	news
6430	12	22	2	3	0.3962962962962963	0.5	0.5	0.0	12	25	2	4	0.7285714285714285	0.7263157894736842	0.6666666666666666	0.2444771723122238	news
6431	15	47	2	4	0.7666666666666666	0.8823529411764706	1.0	0.2905405405405405	15	55	3	6	0.78260582010582	0.7935483870967742	0.8	0.11424694708276799	news
6432	12	25	2	4	0.5888888888888889	0.4864864864864865	0.4642857142857143	0.0	12	30	3	6	0.6513888888888889	0.584070796460177	0.5555555555555556	0.08163265306122457	news
6433	12	22	2	4	0.5047619047619047	0.45569620253164556	0.5238095238095238	0.0	12	28	2	4	0.6666666666666667	0.5869565217391305	0.5714285714285714	0.0	news
6434	12	21	2	4	0.8	0.48	0.5238095238095238	0.0	12	27	3	5	0.5863636363636363	0.6382978723404256	0.5714285714285714	0.09859154929577464	news
6435	13	22	2	3	0.43589743589743585	0.2571428571428571	0.3333333333333333	0.0	13	31	2	4	0.6614285714285714	0.515625	0.4444444444444444	0.0	news
6436	12	19	2	4	0.5166666666666666	0.48	0.5	0.0	12	26	3	6	0.6916666666666667	0.5869565217391305	0.6	0.0	news
6437	15	24	2	4	0.4425925925925926	0.391304347826087	0.37777777777777777	0.0	15	33	3	5	0.6916666666666667	0.5625	0.5	0.04761904761904762	news
6438	12	20	2	4	0.35873015873015873	0.39622641509433965	0.4	0.0	12	31	2	4	0.5747619047619048	0.5901639344262295	0.4696969696969697	0.0	news
6439	10	14	2	4	0.475	0.4444444444444444	0.5	0.0	10	17	3	5	0.6458333333333333	0.5869565217391305	0.6190476190476191	0.0	news
6440	11	17	2	3	0.4259259259259259	0.39473684210526316	0.6190476190476191	0.0	11	23	2	4	0.6666666666666667	0.6666666666666666	0.6666666666666666	0.0	news
6441	10	16	2	4	0.5166666666666666	0.4090909090909091	0.39285714285714285	0.0	10	20	2	3	0.6947089947089947	0.525	0.5	0.0	news
6442	15	30	2	3	0.4296296296296296	0.3305084745762712	0.3888888888888889	0.0	15	43	2	4	0.6925925925925926	0.574468085106383	0.5	0.0	news
6443	13	21	2	3	0.5845238095238094	0.3559322033898305	0.39285714285714285	0.0	13	27	2	4	0.5561660561660562	0.5	0.5	0.0	news
6444	12	32	2	4	0.5341269841269841	0.5793103448275863	0.5238095238095238	0.0	12	37	3	5	0.7437169312169312	0.6857142857142857	0.6666666666666666	0.33944954128440374	news
6445	12	18	3	5	0.4366666666666667	0.3125	0.4	0.0	12	22	2	4	0.6015873015873017	0.6111111111111112	0.4888888888888889	0.041398567439601824	news
6446	11	17	2	4	0.3359307359307359	0.3103448275862069	0.4	0.0	11	27	3	5	0.6702380952380953	0.5342465753424658	0.5333333333333333	0.0	news
6447	15	33	2	4	0.5286580086580087	0.4064516129032258	0.42857142857142855	0.046511627906976744	15	50	4	7	0.6676678876678876	0.673469387755102	0.5	0.21917808219178078	news
6448	15	24	3	4	0.3925925925925926	0.27586206896551724	0.4	0.0	15	30	3	5	0.6501831501831502	0.3333333333333333	0.4	0.0	news
6449	13	25	3	4	0.5568783068783069	0.3488372093023256	0.4166666666666667	0.0	13	29	2	4	0.5296703296703297	0.4956521739130435	0.4444444444444444	0.0	news
6450	13	24	2	4	0.5203703703703703	0.4588235294117647	0.42857142857142855	0.0	13	28	2	4	0.6842857142857144	0.5769230769230769	0.5714285714285714	0.0	news
6451	11	19	2	3	0.47883597883597884	0.41379310344827586	0.5333333333333333	0.0	11	24	2	4	0.6415584415584416	0.5454545454545454	0.6	0.17037037037037037	news
6452	12	23	2	3	0.4	0.4	0.3888888888888889	0.0	12	29	2	3	0.7342592592592593	0.5476190476190477	0.4909090909090909	0.05743740795287187	news
6453	13	20	2	4	0.5142857142857143	0.391304347826087	0.5238095238095238	0.0	13	27	3	6	0.6658730158730158	0.504950495049505	0.5238095238095238	0.0	news
6454	12	19	2	4	0.48380952380952386	0.32608695652173914	0.37777777777777777	0.0	12	21	2	4	0.5865800865800866	0.46551724137931033	0.5	0.005974487324398547	news
6455	12	23	2	4	0.5533730158730159	0.5	0.5277777777777778	0.0	12	26	3	5	0.6911111111111111	0.6623376623376623	0.6944444444444444	0.0	news
6456	11	17	2	4	0.5845238095238094	0.35294117647058826	0.47619047619047616	0.0	11	19	3	5	0.6333333333333334	0.5217391304347826	0.6190476190476191	0.02305825242718443	news
6457	13	27	2	4	0.5833333333333333	0.46875	0.5714285714285714	0.0	13	33	3	4	0.6833333333333333	0.5714285714285714	0.6071428571428571	0.0	news
6458	12	21	2	4	0.5833333333333334	0.6	0.8333333333333334	0.0	12	25	3	4	0.5166666666666666	0.46875	0.6666666666666666	0.0	news
6459	14	21	2	4	0.5333333333333333	0.42857142857142855	0.5238095238095238	0.0	14	33	2	4	0.6523809523809524	0.5806451612903226	0.6666666666666666	0.0850772951940267	news
6460	15	39	2	4	0.6195093795093795	0.4864864864864865	0.5333333333333333	0.0	15	56	2	4	0.7527417027417028	0.6589147286821705	0.5333333333333333	0.014694029388058787	news
6461	14	27	3	4	0.5410997732426304	0.42857142857142855	0.5357142857142857	0.10253807106598985	14	31	4	7	0.5979591836734695	0.5882352941176471	0.6071428571428571	0.2450331125827815	news
6462	14	25	2	4	0.5048855905998764	0.32432432432432434	0.35555555555555557	0.0	14	36	2	4	0.5849412492269634	0.46706586826347307	0.3956043956043956	0.0	news
6463	15	20	3	5	0.5303030303030302	0.375	0.47619047619047616	0.0	15	27	3	6	0.5974025974025974	0.5	0.5238095238095238	0.2168674698795181	news
6464	13	19	2	4	0.5074074074074074	0.4897959183673469	0.5	0.0	13	22	2	4	0.6488095238095238	0.6486486486486487	0.5833333333333334	0.14583333333333334	news
6465	11	19	2	4	0.37037037037037035	0.42857142857142855	0.5	0.0	11	23	3	4	0.5629629629629629	0.5094339622641509	0.4722222222222222	0.08958333333333326	news
6466	14	21	2	4	0.28148148148148144	0.3333333333333333	0.4444444444444444	0.0	14	25	3	5	0.4896825396825397	0.47368421052631576	0.4444444444444444	0.1833333333333334	news
6467	15	29	2	4	0.39037037037037037	0.3358208955223881	0.38095238095238093	0.0	15	41	3	5	0.535064935064935	0.5204081632653061	0.4	0.0	news
6468	10	17	2	3	0.6190476190476191	0.41379310344827586	0.5	0.0	10	20	2	4	0.6785714285714285	0.5357142857142857	0.6	0.0	news
6469	11	20	2	4	0.3142857142857143	0.28846153846153844	0.4166666666666667	0.0	11	30	2	4	0.7502164502164503	0.5769230769230769	0.5714285714285714	0.0	news
6470	12	22	2	4	0.6027777777777777	0.42857142857142855	0.47619047619047616	0.0	12	24	2	4	0.6333333333333333	0.574468085106383	0.5333333333333333	0.0	news
6471	14	21	2	4	0.32962962962962966	0.36	0.47619047619047616	0.0	14	26	3	5	0.46168831168831165	0.38461538461538464	0.47619047619047616	0.07522935779816516	news
6472	11	24	2	4	0.6518759018759019	0.5	0.43636363636363634	0.0	11	26	3	5	0.6463203463203464	0.5	0.4727272727272727	0.0	news
6473	9	15	2	4	0.5222222222222223	0.40540540540540543	0.4666666666666667	0.0	9	18	3	6	0.6814814814814816	0.5192307692307693	0.5	0.0	news
6474	10	15	2	3	0.37407407407407406	0.39473684210526316	0.4666666666666667	0.0	10	19	2	4	0.6640211640211641	0.5915492957746479	0.6	0.0	news
6475	12	19	3	5	0.5047619047619047	0.4	0.5	0.0	12	25	3	5	0.6547619047619048	0.5	0.6	0.0	news
6476	14	26	2	3	0.5311355311355311	0.5172413793103449	0.6190476190476191	0.0	14	33	3	6	0.698015873015873	0.6428571428571429	0.7619047619047619	0.0	news
6477	12	18	2	4	0.45904761904761904	0.3488372093023256	0.42857142857142855	0.0	12	19	3	5	0.6916666666666667	0.4576271186440678	0.42857142857142855	0.0	news
6478	13	19	2	3	0.5550505050505051	0.2777777777777778	0.3090909090909091	0.0	13	26	2	4	0.6888888888888888	0.5161290322580645	0.41818181818181815	0.0	news
6479	11	21	2	3	0.5047619047619047	0.48	0.47619047619047616	0.0	11	24	2	4	0.6623376623376623	0.5607476635514018	0.4888888888888889	0.11865864144454003	news
6480	11	19	3	5	0.4606060606060606	0.42105263157894735	0.5333333333333333	0.0	11	23	4	7	0.5793650793650794	0.5454545454545454	0.6666666666666666	0.36666666666666664	news
6481	14	24	2	3	0.52	0.48214285714285715	0.4222222222222222	0.0	14	35	3	5	0.6011904761904762	0.609375	0.4444444444444444	0.04376367614879653	news
6482	14	22	2	4	0.6066666666666667	0.4342105263157895	0.5	0.0	14	26	3	5	0.5627705627705628	0.5274725274725275	0.6	0.0	news
6483	12	25	3	5	0.5056277056277056	0.631578947368421	0.45454545454545453	0.0	12	30	3	6	0.7083333333333334	0.5413533834586466	0.5357142857142857	0.0	news
6484	13	30	2	4	0.42857142857142855	0.4453125	0.38461538461538464	0.0	13	36	3	5	0.726090576090576	0.49693251533742333	0.4666666666666667	0.0	news
6485	13	22	2	4	0.48476190476190484	0.4117647058823529	0.4222222222222222	0.0	13	30	2	4	0.6297619047619047	0.5757575757575758	0.5357142857142857	0.08941176470588234	news
6486	13	25	2	3	0.594047619047619	0.44680851063829785	0.42857142857142855	0.0	13	32	2	3	0.6333333333333334	0.535031847133758	0.5357142857142857	0.0	news
6487	12	21	2	4	0.3157142857142857	0.36585365853658536	0.3611111111111111	0.0	12	24	3	6	0.6666666666666665	0.574468085106383	0.4888888888888889	0.0	news
6488	11	17	2	4	0.4625	0.375	0.4642857142857143	0.0	11	22	3	5	0.5926406926406926	0.5384615384615384	0.5277777777777778	0.3333333333333333	news
6489	13	22	3	5	0.39999999999999997	0.42857142857142855	0.42857142857142855	0.0	13	25	4	7	0.5476190476190476	0.6521739130434783	0.47619047619047616	0.12087912087912082	news
6490	10	15	2	3	0.3142857142857142	0.35294117647058826	0.5	0.0	10	18	2	4	0.6714285714285714	0.6346153846153846	0.5714285714285714	0.0	news
6491	13	20	3	5	0.32905982905982906	0.36363636363636365	0.5	0.0	13	25	3	6	0.5448412698412698	0.4	0.5	0.1713395638629283	news
6492	13	24	2	4	0.4923809523809524	0.4117647058823529	0.37777777777777777	0.0	13	32	3	4	0.5696581196581196	0.5316455696202531	0.5111111111111111	0.0	news
6493	14	28	2	3	0.5063492063492063	0.5327102803738317	0.42424242424242425	0.0	14	32	3	5	0.4966666666666667	0.48214285714285715	0.5333333333333333	0.10720697614773014	news
6494	12	17	3	5	0.24047619047619045	0.23076923076923078	0.3333333333333333	0.0	12	25	4	7	0.5083333333333333	0.55	0.42857142857142855	0.06968390804597702	news
6495	13	19	2	4	0.43749999999999994	0.4411764705882353	0.4666666666666667	0.0	13	28	3	5	0.647069597069597	0.525	0.5714285714285714	0.0	news
6496	13	31	2	4	0.552014652014652	0.4701492537313433	0.6666666666666666	0.0	13	34	2	4	0.6463369963369963	0.5389221556886228	0.6666666666666666	0.0	news
6497	16	37	2	4	0.5833333333333334	0.625	0.5714285714285714	0.0	16	46	3	6	0.5599999999999999	0.6	0.5714285714285714	0.03333333333333333	news
6498	13	22	2	4	0.4777777777777778	0.4	0.5333333333333333	0.0	13	27	3	6	0.6708333333333334	0.4444444444444444	0.4666666666666667	0.0	news
6499	13	23	2	4	0.48287037037037034	0.45454545454545453	0.5357142857142857	0.0	13	25	2	4	0.6817460317460317	0.5294117647058824	0.6190476190476191	0.0	news
6500	13	20	3	5	0.4919191919191919	0.34615384615384615	0.4642857142857143	0.025380710659898477	13	22	4	7	0.6952380952380953	0.6226415094339622	0.5714285714285714	0.0032786885245900976	news
6501	14	26	2	4	0.4581065759637188	0.43478260869565216	0.42857142857142855	0.0	14	27	3	5	0.5566666666666666	0.5084745762711864	0.4666666666666667	0.15789473684210525	news
6502	11	20	2	4	0.5078571428571428	0.3387096774193548	0.6666666666666666	0.0	11	21	3	5	0.6611111111111111	0.4444444444444444	1.0	0.28571428571428564	news
6503	15	35	2	4	0.4632708032708033	0.46153846153846156	0.4666666666666667	0.0	15	38	2	4	0.4615343915343915	0.46153846153846156	0.4666666666666667	0.0	news
6504	12	19	2	3	0.5494444444444445	0.4153846153846154	0.4642857142857143	0.0	12	23	2	4	0.5406746031746031	0.5384615384615384	0.5357142857142857	0.0	news
6505	14	31	2	3	0.5623376623376624	0.45098039215686275	0.47619047619047616	0.0	14	33	2	3	0.6476190476190476	0.5409836065573771	0.5	0.0	news
6506	12	20	2	3	0.5041666666666667	0.3870967741935484	0.5	0.0	12	25	2	4	0.6666666666666667	0.5869565217391305	0.5357142857142857	0.0	news
6507	15	42	2	4	0.7558830058830058	0.8	0.9333333333333333	0.2905405405405405	15	48	2	4	0.7681929181929182	0.7392857142857143	0.8	0.0	news
6508	13	27	2	3	0.6301587301587303	0.39	0.47619047619047616	0.0	13	40	3	5	0.6606782106782106	0.6056338028169014	0.5238095238095238	0.13707865168539327	news
6509	11	14	2	3	0.20476190476190476	0.21428571428571427	0.42857142857142855	0.0	11	24	2	4	0.6785714285714286	0.5131578947368421	0.5714285714285714	0.0	news
6510	12	22	2	4	0.48015873015873006	0.38571428571428573	0.39285714285714285	0.0	12	27	2	4	0.601082251082251	0.47191011235955055	0.4727272727272727	0.0	news
6511	12	19	2	3	0.3592592592592593	0.42857142857142855	0.4166666666666667	0.0	12	24	2	4	0.7068783068783069	0.625	0.6111111111111112	0.0	news
6512	12	21	2	4	0.44814814814814813	0.4	0.38181818181818183	0.0	12	25	2	4	0.5932900432900433	0.5217391304347826	0.4642857142857143	0.04805491990846682	news
6513	14	22	2	3	0.5809523809523809	0.625	0.5714285714285714	0.03336045565500409	14	28	3	6	0.6555555555555556	0.5675675675675675	0.6190476190476191	0.0	news
6514	11	26	2	4	0.6904040404040405	0.57	0.5333333333333333	0.0	11	29	2	4	0.6055555555555555	0.631578947368421	0.6	0.01825047199496539	news
6515	12	17	2	3	0.25833333333333336	0.2727272727272727	0.32142857142857145	0.0	12	26	3	5	0.6380952380952382	0.4588235294117647	0.4727272727272727	0.0	news
6516	13	24	2	4	0.4497557997557998	0.3870967741935484	0.3611111111111111	0.0	13	27	3	6	0.5738095238095238	0.4186046511627907	0.4166666666666667	0.04565537555228283	news
6517	12	16	3	5	0.3079365079365079	0.34615384615384615	0.39285714285714285	0.0	12	24	3	5	0.6740740740740742	0.525	0.4444444444444444	0.04878048780487808	news
6518	11	17	2	4	0.707857142857143	0.36	0.42857142857142855	0.0	11	19	3	5	0.4121212121212121	0.4772727272727273	0.42857142857142855	0.0	news
6519	13	20	3	5	0.33666666666666667	0.32142857142857145	0.38095238095238093	0.0	13	22	3	6	0.637037037037037	0.5	0.4722222222222222	0.01440922190201729	news
6520	14	28	2	4	0.5985714285714285	0.43636363636363634	0.4	0.0	14	38	2	4	0.6087962962962963	0.5844155844155844	0.5333333333333333	0.10825506673257539	news
6521	15	23	3	5	0.5491341991341991	0.4177215189873418	0.41818181818181815	0.0	15	41	4	7	0.6724386724386724	0.6402439024390244	0.6	0.2268041237113402	news
6522	13	22	2	4	0.41282051282051285	0.2876712328767123	0.39285714285714285	0.0	13	30	2	4	0.5397435897435898	0.49137931034482757	0.4642857142857143	0.0	news
6523	13	24	2	4	0.4130647130647131	0.4090909090909091	0.38095238095238093	0.0	13	33	3	5	0.707997557997558	0.5031055900621118	0.4642857142857143	0.0	news
6524	14	27	2	4	0.44358974358974357	0.375	0.6190476190476191	0.0	14	38	2	4	0.6952380952380953	0.6818181818181818	0.7142857142857143	0.0	news
6525	14	29	2	4	0.49583333333333335	0.43243243243243246	0.4642857142857143	0.0	14	34	3	5	0.6245207173778603	0.5217391304347826	0.5714285714285714	0.12339055793991412	news
6526	11	17	2	3	0.7226190476190475	0.5094339622641509	0.6071428571428571	0.0	11	25	2	3	0.7	0.7272727272727273	0.6785714285714286	0.0	news
6527	12	19	2	4	0.3412698412698412	0.48	0.4642857142857143	0.0	12	25	2	4	0.6273148148148148	0.5	0.5333333333333333	0.2727272727272727	news
6528	12	23	2	4	0.5888888888888888	0.4875	0.5111111111111111	0.0	12	24	2	4	0.5864285714285715	0.574468085106383	0.5333333333333333	0.010779961953075463	news
6529	15	32	2	4	0.59	0.4444444444444444	0.42857142857142855	0.0	15	43	3	6	0.5916666666666667	0.5540540540540541	0.42857142857142855	0.0	news
6530	14	25	2	3	0.3611111111111111	0.35106382978723405	0.5333333333333333	0.0	14	32	2	4	0.6687830687830688	0.48	0.5333333333333333	0.0	news
6531	14	23	2	4	0.43749999999999994	0.4411764705882353	0.6	0.0	14	27	3	5	0.7042857142857143	0.5454545454545454	0.7	0.49206349206349204	news
6532	13	24	2	4	0.4611111111111111	0.34177215189873417	0.38095238095238093	0.0	13	29	3	5	0.5687830687830688	0.4891304347826087	0.4444444444444444	0.0	news
6533	14	23	2	4	0.4101851851851852	0.30337078651685395	0.42857142857142855	0.0	14	30	3	5	0.6366402116402116	0.44680851063829785	0.5238095238095238	0.36974789915966366	news
6534	13	18	2	4	0.3707070707070707	0.24	0.35714285714285715	0.0	13	25	2	4	0.6085858585858586	0.42857142857142855	0.4642857142857143	0.06365159128978222	news
6535	13	18	2	4	0.4333333333333334	0.375	0.6	0.0	13	24	3	6	0.5333333333333333	0.6	0.6	0.0	news
6536	13	20	3	5	0.4319047619047619	0.375	0.42857142857142855	0.0	13	26	3	5	0.6259259259259259	0.5	0.5	0.11494252873563215	news
6537	10	15	2	4	0.5066666666666666	0.32432432432432434	0.5	0.0	10	18	3	6	0.6416666666666666	0.525	0.5714285714285714	0.13901345291479822	news
6538	12	20	2	4	0.575	0.3870967741935484	0.5	0.0	12	24	2	4	0.6958333333333333	0.6792452830188679	0.6428571428571429	0.0	news
6539	11	22	2	3	0.48989898989898994	0.4230769230769231	0.6666666666666666	0.0	11	27	2	4	0.6388888888888888	0.6818181818181818	0.8	0.18181818181818185	news
6540	13	22	2	4	0.6045954045954046	0.375	0.42857142857142855	0.0	13	26	2	4	0.6166666666666667	0.48	0.42857142857142855	0.0	news
6541	14	27	2	4	0.5269274376417233	0.3673469387755102	0.37777777777777777	0.0	14	33	2	4	0.6916666666666667	0.631578947368421	0.5357142857142857	0.006706265568116521	news
6542	11	14	2	3	0.38761904761904764	0.2727272727272727	0.38095238095238093	0.0	11	17	2	4	0.5816666666666668	0.5454545454545454	0.5238095238095238	0.0	news
6543	10	16	2	4	0.41785714285714287	0.47368421052631576	0.3888888888888889	0.0	10	19	2	4	0.44166666666666665	0.36363636363636365	0.4222222222222222	0.0	news
6544	12	22	2	4	0.5539021164021164	0.375	0.47619047619047616	0.0	12	25	3	6	0.4841269841269842	0.5106382978723404	0.5238095238095238	0.2168674698795181	news
6545	12	22	2	4	0.5407407407407407	0.4883720930232558	0.5714285714285714	0.0	12	25	3	4	0.6550264550264551	0.6	0.5833333333333334	0.05208333333333333	news
6546	11	19	2	4	0.5266666666666666	0.41379310344827586	0.4222222222222222	0.0	11	25	2	4	0.6957142857142857	0.5853658536585366	0.5555555555555556	0.0	news
6547	12	20	2	4	0.46125541125541125	0.3181818181818182	0.38095238095238093	0.0	12	21	2	4	0.4234126984126984	0.43636363636363634	0.4666666666666667	0.5	news
6548	12	21	2	4	0.40912698412698406	0.38571428571428573	0.39285714285714285	0.0	12	27	2	4	0.6723809523809524	0.6785714285714286	0.5833333333333334	0.029411764705882328	news
6549	14	22	2	4	0.5458874458874459	0.4444444444444444	0.3888888888888889	0.0	14	32	3	5	0.5888888888888889	0.6206896551724138	0.5277777777777778	0.12962962962962962	news
6550	13	20	2	4	0.41071428571428575	0.375	0.47619047619047616	0.0	13	25	3	6	0.6733333333333332	0.5806451612903226	0.5714285714285714	0.043103448275862	news
6551	12	25	2	3	0.8	0.48	0.5714285714285714	0.0	12	27	2	4	0.6571428571428571	0.6666666666666666	0.6666666666666666	0.0	news
6552	13	19	2	4	0.628095238095238	0.5106382978723404	0.4722222222222222	0.0	13	28	3	5	0.6233333333333333	0.6164383561643836	0.6111111111111112	0.0	news
6553	14	24	2	4	0.5685714285714285	0.41379310344827586	0.4444444444444444	0.0	14	33	3	5	0.6301329622758194	0.574468085106383	0.6	0.01996672212978372	news
6554	11	18	2	4	0.38896103896103895	0.4090909090909091	0.42857142857142855	-0.2007797270955166	11	24	2	3	0.6619047619047619	0.6470588235294118	0.5714285714285714	-0.09613259668508288	news
6555	12	27	2	4	0.6152777777777778	0.44680851063829785	0.4666666666666667	0.0	12	29	3	5	0.6815476190476191	0.5538461538461539	0.4666666666666667	0.0	news
6556	13	32	2	3	0.7113095238095238	0.47586206896551725	0.4642857142857143	0.0	13	42	2	4	0.7514041514041515	0.691358024691358	0.5384615384615384	0.0	news
6557	12	20	2	4	0.5	0.5	0.6	0.0	12	24	3	5	0.7185185185185184	0.5675675675675675	0.7333333333333333	0.04805491990846682	news
6558	13	21	2	3	0.512962962962963	0.39344262295081966	0.35714285714285715	0.0	13	25	2	4	0.5428571428571428	0.45	0.42857142857142855	0.0	news
6559	12	18	2	3	0.4664502164502165	0.35	0.35714285714285715	0.0	12	23	3	5	0.5510822510822511	0.5	0.42857142857142855	0.020000000000000046	news
6560	12	23	3	6	0.6628571428571428	0.5416666666666666	0.5111111111111111	0.0	12	26	4	7	0.5619047619047619	0.5853658536585366	0.5333333333333333	0.061371841155234655	news
6561	12	14	2	4	0.3976190476190476	0.3103448275862069	0.35714285714285715	0.0	12	20	3	4	0.3942857142857143	0.375	0.47619047619047616	0.04063205417607221	news
6562	12	18	2	4	0.6952380952380953	0.4090909090909091	0.5238095238095238	-0.2692275643696359	12	23	3	6	0.562121212121212	0.46153846153846156	0.47619047619047616	0.28030303030303033	news
6563	13	20	2	4	0.3952380952380952	0.39705882352941174	0.42857142857142855	0.0	13	25	3	5	0.653968253968254	0.4090909090909091	0.5	0.0	news
6564	14	28	2	4	0.5333333333333333	0.5229357798165137	0.47619047619047616	0.0	14	32	2	4	0.6666666666666667	0.6666666666666666	0.6666666666666666	0.0	news
6565	12	21	2	4	0.5793650793650794	0.375	0.47619047619047616	0.0	12	26	3	5	0.6523809523809524	0.5862068965517241	0.5714285714285714	0.12499999999999994	news
6566	14	24	2	4	0.6421428571428571	0.5121951219512195	0.4888888888888889	0.0	14	29	3	5	0.536574074074074	0.5084745762711864	0.4888888888888889	0.0	news
6567	13	24	2	4	0.5038095238095238	0.47368421052631576	0.42857142857142855	0.0	13	29	3	5	0.6424603174603175	0.5217391304347826	0.5714285714285714	0.5142857142857143	news
6568	12	26	2	3	0.5505291005291005	0.45161290322580644	0.5238095238095238	0.0	12	32	2	4	0.6761904761904762	0.6486486486486487	0.6666666666666666	0.1743589743589745	news
6569	12	18	3	4	0.44761904761904764	0.4090909090909091	0.4722222222222222	0.0	12	24	3	6	0.5767857142857142	0.45569620253164556	0.4666666666666667	0.0	news
6570	12	21	2	3	0.5904761904761904	0.43548387096774194	0.5238095238095238	0.0	12	29	2	4	0.5966666666666667	0.5487804878048781	0.6190476190476191	0.0	news
6571	10	16	2	4	0.4791666666666667	0.5454545454545454	0.5357142857142857	0.0	10	20	3	5	0.5407407407407407	0.5769230769230769	0.5357142857142857	0.25045045045045045	news
6572	11	18	2	4	0.41125541125541126	0.3	0.4666666666666667	0.0	11	22	3	5	0.5629629629629629	0.5384615384615384	0.4666666666666667	0.0	news
6573	13	18	2	4	0.4285714285714286	0.34285714285714286	0.3888888888888889	0.0	13	25	3	6	0.6102564102564103	0.6111111111111112	0.4722222222222222	0.0	news
6574	13	24	2	4	0.5440476190476191	0.35	0.47619047619047616	0.0	13	31	3	5	0.7028138528138528	0.6302521008403361	0.509090909090909	0.07302405498281786	news
6575	15	29	2	4	0.45912698412698416	0.37815126050420167	0.4	0.0	15	36	2	4	0.575462962962963	0.45652173913043476	0.4166666666666667	0.3050293925538864	news
6576	13	30	2	4	0.4666666666666667	0.4576271186440678	0.4722222222222222	0.0	13	32	2	4	0.706060606060606	0.5735294117647058	0.6	0.0	news
6577	13	23	2	4	0.4852813852813853	0.43902439024390244	0.42857142857142855	0.0	13	27	3	6	0.5555555555555556	0.6818181818181818	0.5238095238095238	0.3086419753086419	news
6578	12	21	2	3	0.6583333333333333	0.5294117647058824	0.5714285714285714	0.0	12	29	2	4	0.7160714285714286	0.6885245901639344	0.6428571428571429	0.0	news
6579	15	24	2	4	0.6202020202020203	0.4230769230769231	0.42857142857142855	0.0	15	33	3	5	0.5837662337662337	0.5294117647058824	0.5357142857142857	0.0	news
6580	13	24	2	4	0.4794871794871795	0.3870967741935484	0.4444444444444444	0.0	13	32	3	5	0.5637362637362637	0.5492957746478874	0.6666666666666666	0.09251700680272103	news
6581	12	22	2	4	0.42328042328042326	0.4225352112676056	0.5	0.0	12	26	2	4	0.6740740740740742	0.5294117647058824	0.6666666666666666	0.39999999999999997	news
6582	13	21	2	4	0.45535714285714296	0.45652173913043476	0.38095238095238093	0.0	13	25	3	5	0.691468253968254	0.5142857142857142	0.42857142857142855	0.12658227848101264	news
6583	13	17	2	4	0.4592592592592593	0.42105263157894735	0.4	0.0	13	23	3	5	0.737037037037037	0.5921052631578947	0.5277777777777778	0.0	news
6584	11	23	2	3	0.5007215007215007	0.42857142857142855	0.5	0.0	11	30	2	3	0.5904761904761903	0.5725190839694656	0.5454545454545454	0.0	news
6585	13	25	2	3	0.525	0.37894736842105264	0.42857142857142855	0.0	13	31	2	4	0.5958333333333333	0.46875	0.5357142857142857	0.0	news
6586	12	18	2	4	0.4156746031746031	0.24324324324324326	0.38095238095238093	0.0	12	26	3	5	0.6829365079365078	0.44554455445544555	0.47619047619047616	0.0	news
6587	11	20	2	4	0.6285714285714286	0.41379310344827586	0.4642857142857143	0.0	11	24	2	4	0.6688311688311688	0.5357142857142857	0.43636363636363634	0.0	news
6588	14	21	2	4	0.34404761904761905	0.2608695652173913	0.3611111111111111	0.0	14	23	2	4	0.6011904761904762	0.4411764705882353	0.39285714285714285	0.0	news
6589	12	18	3	5	0.4103535353535353	0.46153846153846156	0.6666666666666666	0.0	12	23	3	6	0.7048340548340548	0.75	0.6	0.2804232804232804	news
